,,,,,,,,,,,,
Month,Day,Hour,SITE CONSUMPTION Grid supply (kWh),SITE CONSUMPTION Natural Gas (kWh),ONSITE SOLAR SYSTEM PRODUCTION (kWh),GRID (EEX) Price (€/MWh),NG (TTF) Price (€/MWh),Demand,PV generation,Energy not covered,Cost of NG,cost of Grid
3,5,2,245.0,49.0,0.0,95.9,47.9,294.0,0.0,294.0,2.348864,23.48864
3,5,3,197.8,39.6,0.0,89.2,44.6,237.3,0.0,237.3,1.764503475,17.64503475
3,5,4,239.8,48.0,0.0,91.5,45.7,287.7,0.0,287.7,2.192633625,21.92633625
3,5,5,215.3,43.1,0.0,90.8,45.4,258.3,0.0,258.3,1.95365205,19.5365205
3,5,6,213.5,42.7,0.0,92.3,46.1,256.2,0.0,256.2,1.97019935,19.7019935
3,5,7,224.0,44.8,0.0,82.9,41.4,268.8,0.0,268.8,1.8561984,18.561984
3,5,8,218.8,43.8,12.9,106.2,53.1,262.5,12.9,249.6,2.32290625,23.2290625
3,5,9,264.3,52.9,88.3,107.9,54.0,317.1,88.3,228.8,2.85194455,28.5194455
3,5,10,231.0,46.2,199.5,87.9,43.9,277.2,199.5,77.7,2.0304669,20.304669
3,5,11,159.3,31.9,310.8,87.4,43.7,191.1,310.8,-119.7,1.39143095,13.9143095
3,5,12,248.5,49.7,330.2,81.9,40.9,298.2,330.2,-32.0,2.03399735,20.3399735
3,5,13,164.5,32.9,340.2,101.1,50.5,197.4,340.2,-142.8,1.6629963,16.629963
3,5,14,227.5,45.5,419.7,82.1,41.1,273.0,419.7,-146.7,1.86784325,18.6784325
3,5,15,232.8,46.6,353.2,89.6,44.8,279.3,353.2,-73.9,2.08544,20.8544
3,5,16,239.8,48.0,249.0,94.3,47.1,287.7,249.0,38.7,2.25993145,22.5993145
3,5,17,168.0,33.6,66.5,101.6,50.8,201.6,66.5,135.1,1.7068464,17.068464
3,5,18,222.3,44.5,55.3,119.0,59.5,266.7,55.3,211.4,2.644775,26.44775
3,5,19,197.8,39.6,2.4,125.4,62.7,237.3,2.4,234.9,2.4794686,24.794686
3,5,20,229.3,45.9,0.0,117.3,58.7,275.1,0.0,275.1,2.689400525,26.89400525
3,5,21,266.0,53.2,0.0,107.8,53.9,319.2,0.0,319.2,2.8676662,28.676662
3,5,22,259.0,51.8,0.0,101.4,50.7,310.8,0.0,310.8,2.6255866,26.255866
3,5,23,178.5,35.7,0.0,92.8,46.4,214.2,0.0,214.2,1.65646215,16.5646215
3,5,24,253.8,50.8,0.0,97.3,48.7,304.5,0.0,304.5,2.469698,24.69698
3,6,1,189.0,37.8,0.0,92.5,46.2,226.8,0.0,226.8,1.7478153,17.478153
3,6,2,257.3,51.5,0.0,88.1,44.1,308.7,0.0,308.7,2.26714425,22.6714425
3,6,3,182.0,36.4,0.0,87.3,43.6,218.4,0.0,218.4,1.5882958,15.882958
3,6,4,232.8,46.6,0.0,88.3,44.1,279.3,0.0,279.3,2.05448425,20.5448425
3,6,5,203.0,40.6,0.0,95.2,47.6,243.6,0.0,243.6,1.9328442,19.328442
3,6,6,239.8,48.0,0.0,111.9,55.9,287.7,0.0,287.7,2.6818435,26.818435
3,6,7,227.5,45.5,0.0,129.5,64.8,273.0,0.0,273.0,2.946125,29.46125
3,6,8,220.5,44.1,2.4,152.0,76.0,264.6,2.4,262.2,3.35078415,33.5078415
3,6,9,255.5,51.1,20.0,132.9,66.5,306.6,20.0,286.6,3.39582495,33.9582495
3,6,10,248.5,49.7,39.4,119.2,59.6,298.2,39.4,258.8,2.9616727,29.616727
3,6,11,164.5,32.9,61.2,112.6,56.3,197.4,61.2,136.2,1.8520726,18.520726
3,6,12,243.3,48.7,10.0,104.9,52.4,291.9,10.0,281.9,2.550889775,25.50889775
3,6,13,169.8,34.0,53.0,101.4,50.7,203.7,53.0,150.7,1.72129895,17.2129895
3,6,14,211.8,42.4,50.0,99.5,49.7,254.1,50.0,204.1,2.106425475,21.06425475
3,6,15,264.3,52.9,45.3,100.3,50.1,317.1,45.3,271.8,2.64995185,26.4995185
3,6,16,225.8,45.2,41.2,104.0,52.0,270.9,41.2,229.7,2.348725575,23.48725575
3,6,17,166.3,33.3,11.8,112.2,56.1,199.5,11.8,187.7,1.864909375,18.64909375
3,6,18,241.5,48.3,2.4,128.3,64.2,289.8,2.4,287.4,3.0986865,30.986865
3,6,19,173.3,34.7,0.0,131.8,65.9,207.9,0.0,207.9,2.28409335,22.8409335
3,6,20,239.8,48.0,0.0,112.5,56.3,287.7,0.0,287.7,2.6979547,26.979547
3,6,21,257.3,51.5,0.0,75.6,37.8,308.7,0.0,308.7,1.943549475,19.43549475
3,6,22,260.8,52.2,0.0,88.1,44.0,312.9,0.0,312.9,2.296712075,22.96712075
3,6,23,206.5,41.3,0.0,89.4,44.7,247.8,0.0,247.8,1.8453253,18.453253
3,6,24,239.8,48.0,0.0,70.0,35.0,287.7,0.0,287.7,1.67825,16.7825
3,7,1,218.8,43.8,0.0,63.9,32.0,262.5,0.0,262.5,1.39864375,13.9864375
3,7,2,250.3,50.1,0.0,80.0,40.0,300.3,0.0,300.3,2.0011992,20.011992
3,7,3,204.8,41.0,0.0,79.0,39.5,245.7,0.0,245.7,1.6178526,16.178526
3,7,4,266.0,53.2,0.0,80.2,40.1,319.2,0.0,319.2,2.1336658,21.336658
3,7,5,197.8,39.6,0.0,81.1,40.6,237.3,0.0,237.3,1.60434575,16.0434575
3,7,6,273.0,54.6,0.0,90.4,45.2,327.6,0.0,327.6,2.4669099,24.669099
3,7,7,306.3,61.3,0.0,99.7,49.9,367.5,0.0,367.5,3.054415,30.54415
3,7,8,218.8,43.8,10.6,100.8,50.4,262.5,10.6,251.9,2.20469375,22.0469375
3,7,9,267.8,53.6,52.4,112.2,56.1,321.3,52.4,268.9,3.0040479,30.040479
3,7,10,224.0,44.8,95.4,105.7,52.9,268.8,95.4,173.4,2.36768,23.6768
3,7,11,295.8,59.2,178.4,96.7,48.3,354.9,178.4,176.5,2.8586012,28.586012
3,7,12,299.3,59.9,236.6,86.5,43.2,359.1,236.6,122.5,2.588482575,25.88482575
3,7,13,332.5,66.5,107.7,86.9,43.5,399.0,107.7,291.3,2.889824,28.89824
3,7,14,278.3,55.7,0.0,89.0,44.5,333.9,0.0,333.9,2.47714845,24.7714845
3,7,15,348.3,69.7,0.0,87.7,43.8,417.9,0.0,417.9,3.053281875,30.53281875
3,7,16,253.8,50.8,123.6,86.2,43.1,304.5,123.6,180.9,2.186919,21.86919
3,7,17,327.3,65.5,105.4,102.9,51.4,392.7,105.4,287.3,3.36602805,33.6602805
3,7,18,234.5,46.9,58.9,116.6,58.3,281.4,58.9,222.5,2.7340824,27.340824
3,7,19,224.0,44.8,5.9,143.2,71.6,268.8,5.9,262.9,3.2084416,32.084416
3,7,20,187.3,37.5,0.0,111.5,55.8,224.7,0.0,224.7,2.08854905,20.8854905
3,7,21,281.8,56.4,0.0,100.1,50.1,338.1,0.0,338.1,2.82071195,28.2071195
3,7,22,280.0,56.0,0.0,94.7,47.3,336.0,0.0,336.0,2.650312,26.50312
3,7,23,199.5,39.9,0.0,89.7,44.8,239.4,0.0,239.4,1.7894751,17.894751
3,7,24,269.5,53.9,0.0,84.9,42.4,323.4,0.0,323.4,2.2871926,22.871926
3,8,1,231.0,46.2,0.0,82.7,41.4,277.2,0.0,277.2,1.9114557,19.114557
3,8,2,260.8,52.2,0.0,82.4,41.2,312.9,0.0,312.9,2.149231875,21.49231875
3,8,3,215.3,43.1,0.0,77.7,38.9,258.3,0.0,258.3,1.6724925,16.724925
3,8,4,236.3,47.3,0.0,77.7,38.9,283.5,0.0,283.5,1.8356625,18.356625
3,8,5,229.3,45.9,0.0,82.8,41.4,275.1,0.0,275.1,1.897295925,18.97295925
3,8,6,294.0,58.8,0.0,98.5,49.2,352.8,0.0,352.8,2.8951944,28.951944
3,8,7,283.5,56.7,0.0,111.0,55.5,340.2,0.0,340.2,3.14602785,31.4602785
3,8,8,239.8,48.0,18.8,121.2,60.6,287.7,18.8,268.9,2.90505075,29.0505075
3,8,9,308.0,61.6,143.0,114.1,57.0,369.6,143.0,226.6,3.5140644,35.140644
3,8,10,339.5,67.9,296.1,107.1,53.5,407.4,296.1,111.3,3.63485675,36.3485675
3,8,11,323.8,64.8,433.2,100.9,50.5,388.5,433.2,-44.7,3.267705875,32.67705875
3,8,12,336.0,67.2,535.1,96.0,48.0,403.2,535.1,-131.9,3.2271792,32.271792
3,8,13,290.5,58.1,592.2,95.2,47.6,348.6,592.2,-243.6,2.76413655,27.6413655
3,8,14,341.3,68.3,508.0,96.1,48.1,409.5,508.0,-98.5,3.28070925,32.8070925
3,8,15,302.8,60.6,328.5,98.7,49.4,363.3,328.5,34.8,2.988778275,29.88778275
3,8,16,285.3,57.1,212.5,101.1,50.6,342.3,212.5,129.8,2.884305375,28.84305375
3,8,17,367.5,73.5,55.3,107.1,53.6,441.0,55.3,385.7,3.93618225,39.3618225
3,8,18,206.5,41.3,11.8,116.8,58.4,247.8,11.8,236.0,2.41239495,24.1239495
3,8,19,185.5,37.1,0.6,119.0,59.5,222.6,0.6,222.0,2.2077097,22.077097
3,8,20,234.5,46.9,0.0,107.6,53.8,281.4,0.0,281.4,2.52413455,25.2413455
3,8,21,278.3,55.7,0.0,94.3,47.1,333.9,0.0,333.9,2.62361925,26.2361925
3,8,22,255.5,51.1,0.0,90.2,45.1,306.6,0.0,306.6,2.30483995,23.0483995
3,8,23,192.5,38.5,0.0,83.3,41.7,231.0,0.0,231.0,1.603525,16.03525
3,8,24,248.5,49.7,0.0,79.6,39.8,298.2,0.0,298.2,1.9771157,19.771157
3,9,1,215.3,43.1,0.0,78.0,39.0,258.3,0.0,258.3,1.678368825,16.78368825
3,9,2,234.5,46.9,0.0,77.7,38.9,281.4,0.0,281.4,1.8223933,18.223933
3,9,3,234.5,46.9,0.0,76.6,38.3,281.4,0.0,281.4,1.7954727,17.954727
3,9,4,196.0,39.2,0.0,77.9,38.9,235.2,0.0,235.2,1.5259384,15.259384
3,9,5,266.0,53.2,0.0,79.1,39.6,319.2,0.0,319.2,2.1044324,21.044324
3,9,6,267.8,53.6,0.0,96.2,48.1,321.3,0.0,321.3,2.5752195,25.752195
3,9,7,336.0,67.2,0.0,105.0,52.5,403.2,0.0,403.2,3.5287056,35.287056
3,9,8,330.8,66.2,7.7,111.3,55.7,396.9,7.7,389.2,3.68263665,36.8263665
3,9,9,308.0,61.6,63.6,105.6,52.8,369.6,63.6,306.0,3.2536196,32.536196
3,9,10,313.3,62.7,88.9,99.6,49.8,375.9,88.9,287.0,3.11852905,31.1852905
3,9,11,273.0,54.6,127.1,92.2,46.1,327.6,127.1,200.5,2.5171692,25.171692
3,9,12,351.8,70.4,112.4,85.3,42.7,422.1,112.4,309.7,3.0019752,30.019752
3,9,13,287.0,57.4,110.7,81.4,40.7,344.4,110.7,233.7,2.3374715,23.374715
3,9,14,325.5,65.1,141.9,81.2,40.6,390.6,141.9,248.7,2.64419925,26.4419925
3,9,15,332.5,66.5,199.5,81.8,40.9,399.0,199.5,199.5,2.71968375,27.1968375
3,9,16,276.5,55.3,210.7,83.0,41.5,331.8,210.7,121.1,2.2935675,22.935675
3,9,17,343.0,68.6,146.6,94.4,47.2,411.6,146.6,265.0,3.2375084,32.375084
3,9,18,194.3,38.9,47.1,103.1,51.5,233.1,47.1,186.0,2.00182395,20.0182395
3,9,19,204.8,41.0,1.8,101.5,50.8,245.7,1.8,243.9,2.078355825,20.78355825
3,9,20,211.8,42.4,0.0,94.3,47.1,254.1,0.0,254.1,1.996738975,19.96738975
3,9,21,276.5,55.3,0.0,87.6,43.8,331.8,0.0,331.8,2.4216976,24.216976
3,9,22,238.0,47.6,0.0,86.7,43.3,285.6,0.0,285.6,2.0628412,20.628412
3,9,23,185.5,37.1,0.0,76.8,38.4,222.6,0.0,222.6,1.4244545,14.244545
3,9,24,241.5,48.3,0.0,72.0,36.0,289.8,0.0,289.8,1.73935545,17.3935545
3,10,1,201.3,40.3,0.0,70.5,35.2,241.5,0.0,241.5,1.4183295,14.183295
3,10,2,225.8,45.2,0.0,69.3,34.7,270.9,0.0,270.9,1.56539565,15.6539565
3,10,3,250.3,50.1,0.0,69.2,34.6,300.3,0.0,300.3,1.7314297,17.314297
3,10,4,192.5,38.5,0.0,69.4,34.7,231.0,0.0,231.0,1.33523775,13.3523775
3,10,5,234.5,46.9,0.0,73.5,36.8,281.4,0.0,281.4,1.723575,17.23575
3,10,6,288.8,57.8,0.0,83.9,41.9,346.5,0.0,346.5,2.421659625,24.21659625
3,10,7,253.8,50.8,0.0,95.9,47.9,304.5,0.0,304.5,2.432219125,24.32219125
3,10,8,276.5,55.3,14.7,98.6,49.3,331.8,14.7,317.1,2.72731305,27.2731305
3,10,9,325.5,65.1,141.9,95.6,47.8,390.6,141.9,248.7,3.11265885,31.1265885
3,10,10,308.0,61.6,237.2,92.3,46.2,369.6,237.2,132.4,2.8435484,28.435484
3,10,11,285.3,57.1,180.1,87.6,43.8,342.3,180.1,162.2,2.49793425,24.9793425
3,10,12,344.8,69.0,389.7,81.5,40.7,413.7,389.7,24.0,2.808781675,28.08781675
3,10,13,320.3,64.1,468.0,78.9,39.5,384.3,468.0,-83.7,2.527573125,25.27573125
3,10,14,320.3,64.1,303.1,80.4,40.2,384.3,303.1,81.2,2.575098225,25.75098225
3,10,15,315.0,63.0,390.3,78.9,39.5,378.0,390.3,-12.3,2.486358,24.86358
3,10,16,320.3,64.1,326.7,77.1,38.6,384.3,326.7,57.6,2.469735975,24.69735975
3,10,17,281.8,56.4,168.3,90.7,45.3,338.1,168.3,169.8,2.55406375,25.5406375
3,10,18,236.3,47.3,60.0,95.0,47.5,283.5,60.0,223.5,2.243642625,22.43642625
3,10,19,187.3,37.5,1.2,97.1,48.5,224.7,1.2,223.5,1.817879175,18.17879175
3,10,20,206.5,41.3,0.0,89.2,44.6,247.8,0.0,247.8,1.8421452,18.421452
3,10,21,276.5,55.3,0.0,89.6,44.8,331.8,0.0,331.8,2.47744,24.7744
3,10,22,248.5,49.7,0.0,85.1,42.6,298.2,0.0,298.2,2.115232,21.15232
3,10,23,168.0,33.6,0.0,84.2,42.1,201.6,0.0,201.6,1.4140224,14.140224
3,10,24,257.3,51.5,0.0,89.3,44.6,308.7,0.0,308.7,2.2970367,22.970367
3,11,1,197.8,39.6,0.0,87.1,43.5,237.3,0.0,237.3,1.722007,17.22007
3,11,2,199.5,39.9,0.0,86.9,43.4,239.4,0.0,239.4,1.7327772,17.327772
3,11,3,238.0,47.6,0.0,75.6,37.8,285.6,0.0,285.6,1.7989468,17.989468
3,11,4,215.3,43.1,0.0,78.7,39.4,258.3,0.0,258.3,1.6941897,16.941897
3,11,5,227.5,45.5,0.0,82.0,41.0,273.0,0.0,273.0,1.86561375,18.6561375
3,11,6,276.5,55.3,0.0,100.0,50.0,331.8,0.0,331.8,2.7658295,27.658295
3,11,7,308.0,61.6,0.0,101.8,50.9,369.6,0.0,369.6,3.1352552,31.352552
3,11,8,295.8,59.2,1.8,92.8,46.4,354.9,1.8,353.1,2.7451515,27.451515
3,11,9,316.8,63.4,22.4,88.6,44.3,380.1,22.4,357.7,2.8079254,28.079254
3,11,10,295.8,59.2,36.5,83.5,41.8,354.9,36.5,318.4,2.470843375,24.70843375
3,11,11,299.3,59.9,58.3,73.1,36.6,359.1,58.3,300.8,2.187547425,21.87547425
3,11,12,334.3,66.9,63.6,72.1,36.0,401.1,63.6,337.5,2.409708525,24.09708525
3,11,13,276.5,55.3,94.2,59.9,29.9,331.8,94.2,237.6,1.6556267,16.556267
3,11,14,306.3,61.3,87.7,74.1,37.0,367.5,87.7,279.8,2.268945,22.68945
3,11,15,194.3,38.9,61.2,63.9,31.9,233.1,61.2,171.9,1.2406359,12.406359
3,11,16,204.8,41.0,74.8,76.4,38.2,245.7,74.8,170.9,1.564965675,15.64965675
3,11,17,285.3,57.1,42.4,91.0,45.5,342.3,42.4,299.9,2.596773375,25.96773375
3,11,18,266.0,53.2,10.0,101.6,50.8,319.2,10.0,309.2,2.7028792,27.028792
3,11,19,372.8,74.6,0.6,122.9,61.4,447.3,0.6,446.7,4.57923375,45.7923375
3,11,20,304.5,60.9,0.0,92.1,46.1,365.4,0.0,365.4,2.805054,28.05054
3,11,21,376.3,75.3,0.0,84.0,42.0,451.5,0.0,451.5,3.1594465,31.594465
3,11,22,360.5,72.1,0.0,90.2,45.1,432.6,0.0,432.6,3.250268,32.50268
3,11,23,276.5,55.3,0.0,87.1,43.5,331.8,0.0,331.8,2.40756845,24.0756845
3,11,24,262.5,52.5,0.0,84.9,42.4,315.0,0.0,315.0,2.22796875,22.2796875
3,12,1,192.5,38.5,0.0,71.0,35.5,231.0,0.0,231.0,1.366365,13.66365
3,12,2,229.3,45.9,0.0,71.0,35.5,275.1,0.0,275.1,1.627056025,16.27056025
3,12,3,208.3,41.7,0.0,63.5,31.7,249.9,0.0,249.9,1.32159615,13.2159615
3,12,4,192.5,38.5,0.0,64.4,32.2,231.0,0.0,231.0,1.2405085,12.405085
3,12,5,236.3,47.3,0.0,64.6,32.3,283.5,0.0,283.5,1.526245875,15.26245875
3,12,6,171.5,34.3,0.0,63.7,31.8,205.8,0.0,205.8,1.0917347,10.917347
3,12,7,227.5,45.5,0.0,62.4,31.2,273.0,0.0,273.0,1.419236,14.19236
3,12,8,224.0,44.8,12.4,63.2,31.6,268.8,12.4,256.4,1.415904,14.15904
3,12,9,236.3,47.3,91.8,65.6,32.8,283.5,91.8,191.7,1.55088675,15.5088675
3,12,10,220.5,44.1,185.4,64.3,32.2,264.6,185.4,79.2,1.41801345,14.1801345
3,12,11,196.0,39.2,231.3,61.4,30.7,235.2,231.3,3.9,1.2026952,12.026952
3,12,12,208.3,41.7,335.5,55.7,27.9,249.9,335.5,-85.6,1.160369,11.60369
3,12,13,173.3,34.7,338.5,48.2,24.1,207.9,338.5,-130.6,0.8348571,8.348571
3,12,14,204.8,41.0,244.9,49.0,24.5,245.7,244.9,0.8,1.003275,10.03275
3,12,15,245.0,49.0,134.8,52.4,26.2,294.0,134.8,159.2,1.284535,12.84535
3,12,16,231.0,46.2,220.7,59.5,29.8,277.2,220.7,56.5,1.3752585,13.752585
3,12,17,190.8,38.2,263.1,70.6,35.3,228.9,263.1,-34.2,1.345798475,13.45798475
3,12,18,217.0,43.4,101.8,84.0,42.0,260.4,101.8,158.6,1.8237114,18.237114
3,12,19,183.8,36.8,4.7,98.7,49.4,220.5,4.7,215.8,1.814127,18.14127
3,12,20,208.3,41.7,0.0,91.0,45.5,249.9,0.0,249.9,1.894637675,18.94637675
3,12,21,259.0,51.8,0.0,73.3,36.6,310.8,0.0,310.8,1.8980297,18.980297
3,12,22,245.0,49.0,0.0,66.5,33.2,294.0,0.0,294.0,1.6280495,16.280495
3,12,23,201.3,40.3,0.0,57.0,28.5,241.5,0.0,241.5,1.1467225,11.467225
3,12,24,217.0,43.4,0.0,32.7,16.3,260.4,0.0,260.4,0.7095249,7.095249
3,13,1,236.3,47.3,0.0,26.2,13.1,283.5,0.0,283.5,0.61949475,6.1949475
3,13,2,187.3,37.5,0.0,23.4,11.7,224.7,0.0,224.7,0.438183725,4.38183725
3,13,3,213.5,42.7,0.0,12.1,6.1,256.2,0.0,256.2,0.2588474,2.588474
3,13,4,196.0,39.2,0.0,6.3,3.2,235.2,0.0,235.2,0.1240288,1.240288
3,13,5,229.3,45.9,0.0,13.8,6.9,275.1,0.0,275.1,0.3170986,3.170986
3,13,6,194.3,38.9,0.0,26.9,13.5,233.1,0.0,233.1,0.523367775,5.23367775
3,13,7,234.5,46.9,0.0,54.4,27.2,281.4,0.0,281.4,1.27560965,12.7560965
3,13,8,199.5,39.9,30.6,66.1,33.1,239.4,30.6,208.8,1.31871495,13.1871495
3,13,9,250.3,50.1,181.3,41.4,20.7,300.3,181.3,119.0,1.035109075,10.35109075
3,13,10,239.8,48.0,332.0,30.1,15.1,287.7,332.0,-44.3,0.721815325,7.21815325
3,13,11,183.8,36.8,505.0,17.8,8.9,220.5,505.0,-284.5,0.32696475,3.2696475
3,13,12,208.3,41.7,559.2,3.3,1.7,249.9,559.2,-309.3,0.06968045,0.6968045
3,13,13,194.3,38.9,656.9,2.1,1.1,233.1,656.9,-423.8,0.041200425,0.41200425
3,13,14,182.0,36.4,550.4,2.4,1.2,218.4,550.4,-332.0,0.0429338,0.429338
3,13,15,238.0,47.6,363.2,0.6,0.3,285.6,363.2,-77.6,0.014994,0.14994
3,13,16,238.0,47.6,241.3,6.3,3.2,285.6,241.3,44.3,0.1504398,1.504398
3,13,17,169.8,34.0,229.0,38.6,19.3,203.7,229.0,-25.3,0.6554387,6.554387
3,13,18,220.5,44.1,124.2,64.0,32.0,264.6,124.2,140.4,1.41122205,14.1122205
3,13,19,210.0,42.0,14.1,69.3,34.6,252.0,14.1,237.9,1.455006,14.55006
3,13,20,183.8,36.8,0.0,58.5,29.2,220.5,0.0,220.5,1.074404625,10.74404625
3,13,21,269.5,53.9,0.0,41.3,20.6,323.4,0.0,323.4,1.1119031,11.119031
3,13,22,246.8,49.4,0.0,24.8,12.4,296.1,0.0,296.1,0.612310125,6.12310125
3,13,23,180.3,36.1,0.0,16.3,8.2,216.3,0.0,216.3,0.2942401,2.942401
3,13,24,236.3,47.3,0.0,6.7,3.3,283.5,0.0,283.5,0.158263875,1.58263875
3,14,1,224.0,44.8,0.0,3.2,1.6,268.8,0.0,268.8,0.0707168,0.707168
3,14,2,187.3,37.5,0.0,2.9,1.4,224.7,0.0,224.7,0.053609675,0.53609675
3,14,3,246.8,49.4,0.0,1.5,0.7,296.1,0.0,296.1,0.036790425,0.36790425
3,14,4,183.8,36.8,0.0,2.7,1.4,220.5,0.0,220.5,0.049777875,0.49777875
3,14,5,271.3,54.3,0.0,7.5,3.7,325.5,0.0,325.5,0.202976375,2.02976375
3,14,6,476.0,95.2,0.0,31.9,16.0,571.2,0.0,571.2,1.5203916,15.203916
3,14,7,495.3,99.1,0.0,66.1,33.0,594.3,0.0,594.3,3.2712253,32.712253
3,14,8,469.0,93.8,29.4,70.1,35.0,562.8,29.4,533.4,3.2866113,32.866113
3,14,9,467.3,93.5,121.3,65.7,32.8,560.7,121.3,439.4,3.068290575,30.68290575
3,14,10,444.5,88.9,224.3,54.0,27.0,533.4,224.3,309.1,2.402078,24.02078
3,14,11,462.0,92.4,378.5,42.7,21.3,554.4,378.5,175.9,1.9714464,19.714464
3,14,12,453.3,90.7,604.5,32.7,16.3,543.9,604.5,-60.6,1.481356975,14.81356975
3,14,13,430.5,86.1,488.6,39.3,19.7,516.6,488.6,28.0,1.6929843,16.929843
3,14,14,357.0,71.4,470.9,46.0,23.0,428.4,470.9,-42.5,1.6413432,16.413432
3,14,15,308.0,61.6,542.7,42.6,21.3,369.6,542.7,-173.1,1.313004,13.13004
3,14,16,379.8,76.0,165.4,56.3,28.2,455.7,165.4,290.3,2.13882795,21.3882795
3,14,17,320.3,64.1,197.2,93.8,46.9,384.3,197.2,187.1,3.003945,30.03945
3,14,18,225.8,45.2,61.2,109.9,55.0,270.9,61.2,209.7,2.4809925,24.809925
3,14,19,318.5,63.7,15.3,143.4,71.7,382.2,15.3,366.9,4.566016,45.66016
3,14,20,297.5,59.5,0.0,112.2,56.1,357.0,0.0,357.0,3.33928875,33.3928875
3,14,21,416.5,83.3,0.0,125.7,62.9,499.8,0.0,499.8,5.23711265,52.3711265
3,14,22,376.3,75.3,0.0,111.2,55.6,451.5,0.0,451.5,4.182395,41.82395
3,14,23,281.8,56.4,0.0,108.2,54.1,338.1,0.0,338.1,3.0490985,30.490985
3,14,24,383.3,76.7,0.0,92.4,46.2,459.9,0.0,459.9,3.542034825,35.42034825
3,15,1,245.0,49.0,0.0,83.5,41.7,294.0,0.0,294.0,2.0451375,20.451375
3,15,2,232.8,46.6,0.0,83.6,41.8,279.3,0.0,279.3,1.946139125,19.46139125
3,15,3,232.8,46.6,0.0,81.4,40.7,279.3,0.0,279.3,1.895306525,18.95306525
3,15,4,215.3,43.1,0.0,81.5,40.8,258.3,0.0,258.3,1.7550624,17.550624
3,15,5,288.8,57.8,0.0,90.1,45.1,346.5,0.0,346.5,2.602763625,26.02763625
3,15,6,463.8,92.8,0.0,100.7,50.4,556.5,0.0,556.5,4.672003,46.72003
3,15,7,663.3,132.7,0.0,126.3,63.1,795.9,0.0,795.9,8.37644955,83.7644955
3,15,8,922.3,184.5,22.4,131.9,65.9,1106.7,22.4,1084.3,12.162633,121.62633
3,15,9,1258.3,251.7,77.7,125.3,62.6,1509.9,77.7,1432.2,15.76146863,157.6146863
3,15,10,1459.5,291.9,134.2,104.9,52.4,1751.4,134.2,1617.2,15.3084036,153.084036
3,15,11,1361.5,272.3,424.4,85.2,42.6,1633.8,424.4,1209.4,11.6043368,116.043368
3,15,12,1244.3,248.9,565.7,91.9,45.9,1493.1,565.7,927.4,11.4341598,114.341598
3,15,13,1074.5,214.9,518.0,75.0,37.5,1289.4,518.0,771.4,8.0615437,80.615437
3,15,14,1149.8,230.0,419.7,75.6,37.8,1379.7,419.7,960.0,8.696134125,86.96134125
3,15,15,1023.8,204.8,276.1,92.2,46.1,1228.5,276.1,952.4,9.442251,94.42251
3,15,16,980.0,196.0,217.2,101.2,50.6,1176.0,217.2,958.8,9.9127,99.127
3,15,17,878.5,175.7,69.5,105.6,52.8,1054.2,69.5,984.7,9.273446,92.73446
3,15,18,841.8,168.4,35.3,127.6,63.8,1010.1,35.3,974.8,10.74157175,107.4157175
3,15,19,812.0,162.4,4.7,140.0,70.0,974.4,4.7,969.7,11.368,113.68
3,15,20,735.0,147.0,0.0,126.0,63.0,882.0,0.0,882.0,9.261,92.61
3,15,21,812.0,162.4,0.0,103.2,51.6,974.4,0.0,974.4,8.3759424,83.759424
3,15,22,812.0,162.4,0.0,97.5,48.8,974.4,0.0,974.4,7.920654,79.20654
3,15,23,754.3,150.9,0.0,89.3,44.7,905.1,0.0,905.1,6.738544925,67.38544925
3,15,24,764.8,153.0,0.0,82.2,41.1,917.7,0.0,917.7,6.284180175,62.84180175
3,16,1,729.8,146.0,0.0,75.3,37.7,875.7,0.0,875.7,5.49545535,54.9545535
3,16,2,735.0,147.0,0.0,72.7,36.3,882.0,0.0,882.0,5.34051,53.4051
3,16,3,698.3,139.7,0.0,70.0,35.0,837.9,0.0,837.9,4.88775,48.8775
3,16,4,794.5,158.9,0.0,68.6,34.3,953.4,0.0,953.4,5.45416305,54.5416305
3,16,5,878.5,175.7,0.0,72.7,36.3,1054.2,0.0,1054.2,6.383181,63.83181
3,16,6,1200.5,240.1,0.0,90.4,45.2,1440.6,0.0,1440.6,10.84807815,108.4807815
3,16,7,1132.3,226.5,0.0,99.6,49.8,1358.7,0.0,1358.7,11.28230513,112.8230513
3,16,8,1407.0,281.4,32.4,96.6,48.3,1688.4,32.4,1656.0,13.5945747,135.945747
3,16,9,1496.3,299.3,111.3,82.0,41.0,1795.5,111.3,1684.2,12.266856,122.66856
3,16,10,1386.0,277.2,190.7,72.2,36.1,1663.2,190.7,1472.5,10.012464,100.12464
3,16,11,1373.8,274.8,113.0,64.1,32.0,1648.5,113.0,1535.5,8.800792,88.00792
3,16,12,1298.5,259.7,142.4,59.8,29.9,1558.2,142.4,1415.8,7.76879565,77.6879565
3,16,13,1106.0,221.2,137.2,55.1,27.5,1327.2,137.2,1190.0,6.0898572,60.898572
3,16,14,1459.5,291.9,91.8,56.5,28.3,1751.4,91.8,1659.6,8.2467588,82.467588
3,16,15,1368.5,273.7,80.1,59.6,29.8,1642.2,80.1,1562.1,8.15502835,81.5502835
3,16,16,1277.5,255.5,138.3,67.0,33.5,1533.0,138.3,1394.7,8.55707825,85.5707825
